joy,"After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class."
sadness,"I was very sad when I could not take the M.A (I) exams due to illness, and a relative of mine disheartened me about it."
shame,"When the teacher asked me a question in class, concerning something I had read earlier, and I did not know the answer, so I felt ashamed in front of the whole class."
anger,"When my father talks about our relatives and favours them, I feel angry."
disgust,When my husband quarrelled with me for no reason at all.
fear,When I decided to separate from my husband.
joy,When my family allowed me to do higher studies.
anger,I was walking on a street alone in the afternoon when there were not too many people on the street.  A couple of guys were following me and I was ignoring them.  Suddenly one of them came in front of me and started using dirty language and harrassing me.  I got very angry and wanted to strike back at them.
disgust,"A girl, who is a friend of mine was having an affair with a boy who is also a friend of mine.  I got to know that this girl was also seeing another guy.  Later on, she just broke off with this friend of mine without giving any explanations.  This made him sad and depressed, and I felt disgust for this girl."
fear,"That day I was alone at home after coming home from school.  I did not know where everyone else had gone, I kept waiting for them to come back and nobody came.  It was getting very late and I was terrified."
guilt,"I went to the cinema with my friends, without telling my mother about it as I had been to the cinema the day before also.  When she asked me where I had been, I lied."
joy,"I went for a walk on the beach with a friend whom I had not seen for many months.  The weather was very pleasant, we had some ice-cream and lots of fun on the beach."
sadness,A close friend of mine was to get married in a weeks time when her father died of a heart-attack.  I knew him well and felt bad on hearing of his death.
shame,I had always been first in my class and in the preliminary board exams I scored the highest marks.  Then the exams were postponed and I neglected my studies as I was confident.  However when the final results came out I felt ashamed as I had scored less than 60% marks and my rank in the class was fifth or sixth.
disgust,When people around me did not understand me the right way.
fear,I had gone to the hospital for my research and got late in reaching home.  I feared that when I reached home there would be a quarrel because of my being late.
joy,When I got permission to study at a place which was far away from my home.
anger,I was angry this morning when I missed the train to university.
disgust,"When I had exams a relative of ours, who lives in another city,came to visit us and I felt disgusted at him."
fear,When my brother had an epileptic attack and I was scared as to what would happen to him.
joy,"When I went for a picnic in Lonavala, I felt full of joy."
sadness,"When I missed my train this morning, I felt sad for some time."
shame,I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence.
disgust,I felt disgusted when we (family) avoided a problem which could be solved readily.
fear,"When I had to talk to some strangers, from whom I was expecting a negative answer."
guilt,When I could not fulfill my expectations.
joy,When my parents complimented me very nicely on something.
sadness,"I wanted something in particular and did not get it, also there was no possibility of getting it."
anger,"When my mother scolded me for coming home late, i.e after 7 P.M."
disgust,When a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me.  She behaved life a really selfish person.
fear,"When I saw the movie ""Poltergist""."
joy,When I got engaged to a boy of my choice.
sadness,When my grandfather died.
anger,When my boyfriend told me that it would be difficult for him to marry me.
disgust,"I felt very disgusted at a friend to whom I had given a Psychology book to read, and she did not care to give me back the book during the exams."
guilt,When I did not concentrate on my studies despite my mother's help and cooperation.
joy,When I passed my B.A exams.
sadness,When I left my part-time job.
shame,When an intimate friend of mine passed B.A with first class and I got only pass class.
anger,"I was to meet a friend at the bus-stop (he was coming to visit us) and he did not turn up.  After having waited for him for some time     (about an hour) I called him up, to be told that he did not intend to come as he was feeling tired."
disgust,When my husband told me about his pre-marital affairs.
fear,I have done the teachers training course (B.Ed).  During our training I was asked to handle the ninth standard class in a boys school.  I was scared to face the class the first day.
guilt,"I had gone to see one of our professors about a book, and I did not  attend the class she took a few minutes later."
joy,"I acted in an English play in college and got the Best Actress award, while our play got the first place."
sadness,When my sister died in a fire accident at home.
shame,When I failed the ninth standard exam in school.
anger,"When my friend promised that she would come to my place, and did not turn up - I was annoyed at her."
disgust,"I feel disgusted when people do not understand me in the right way, i.e they misunderstand me."
guilt,I felt guilty when I lied to my parents.
joy,"When I passsed the M.S.C board exams with first class, which I had not expected."
shame,"Whenever I am late, I feel ashamed of myself even though no one tells me anything."
anger,"I was having an argument with my brother on his behavior, then we  started fighting and I got annoyed at him because he started teasing me."
disgust,"I feel disgust at my neighbour, because she comes to our house with her child, who spoils our furniture."
fear,While trying to board a train I missed the footsteps and fell down on the platform.
guilt,When my mother scolded me and I argued with her.
joy,I was very happy when I passed the B.A with first class marks.
sadness,My best friend got married and left her home-town to go and live in Poona.  After her wedding I felt sad.
shame,When I failed the twelveth standard exams I was ashamed at having to see my parents later.
anger,When I failed the M.S.C exams.
disgust,When my friend who is close to me got engaged and did not invite me.
fear,When I was coming back home alone at night.
guilt,When I fought with my friends.
joy,When I passed the B.A exams with first class results.
sadness,When my father was ill.
shame,When I failed the M.S.C exam.
anger,"A few months ago when I was teaching, I suddenly became very angry at the children and slapped some of them."
disgust,"When a begggar approached me for money, I felt disgusted."
fear,"When I was 20 years old, I fell severely ill and was bed-ridden for 6 months.  I felt very scared for my health and my studies."
guilt,Once I lied to my parents and this made me feel very guilty.
joy,Last year I passed the B.A exams in Psychology in which I stood first in my class.  Thus I got the first prize from the college.  I was most happy to tell all this to my parents and friends.
sadness,"My friend got married and went abroad, this made me feel sad and lonely."
shame,When I got 1/2 out of 15 in Abnormal Psychology I felt ashamed.
anger,When I was at S.Y.Bajaj I wanted to get admission in another college and this was not easy and I felt angry.
disgust,"I feel disgusted at my cousin, who is bad-mannered, does not know how to behave and talk to others, he does not respect elders and lies all the time."
fear,"I had a very horrible dream one night, I dreamt that I had fallen off a very crowded train."
guilt,"When I was taking the 11th standard exam, my friend who was sitting behind me asked me for some answers.  The teacher looked at us just then and scolded both of us.  Everyone started looking at us and I felt very guilty."
joy,"When I got a first class in the twelveth standard exams, I was very surprised and happy and I had a very good time with my friends."
sadness,"When my mother scolded me for something, very insignificant, without knowing the real cause of what had happened."
shame,One day in the TYBA class the teacher asked me a very simple question which I could not answer.  Finally the teacher himself gave us the answer and my friends started laughing at me as I had not been able to answer a simple question.  I knew the answer but feared that my response may be wrong.  All this made me feel ashamed of myself.
anger,"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad."
disgust,"A girlfriend of mine behaves in a very childish way - she does not like my going to see a friend who has been introduced to me by this same friend of mine.  I would like to be friends with both of them, but she does not like this as she is possessive and would like me to be close only to her."
fear,"It so happened that while staying at anaunt's place I discovered that I was afraid of sleeping in pitch darkness.  The room which my sister and I were sharing had no light, and I would refuse to sleep without having the light of the adjoining bathroom switched on."
guilt,A few days back my mother was not feeling too well and still did all the house work.  I felt guilty as I had not offered to help.
joy,"After completing high-school, I wanted to go abroad for a holiday.  I had never been abroad before and neither had I taken a holiday for a long time.  When finally my parents agreed and we got the airplane tickets I was over joyed."
sadness,"When I took the B.A exams,I was expecting a 1st class even though I had not done very well. When the results came out I felt sad as I had missed the 1st class by 12 marks."
shame,A friend of mine had said something about not liking to come to my place just before coming to my place.   In the meanwhile I got to learn about this from another friend of mine and when she arrived at my place I really treated her badly.  I was later ashamed of the way I had treated someone when the person was at my place.
anger,When I get home late my father scolds me and this makes me angry.
disgust,A friend of mine remembered me when she needed me and did not even think about me when she did not need me.
fear,I was scared of water when I was a child.
joy,"When I passed the B.A exams and my parents allowed me to carry on my studies and do a M.A. , I was very happy."
sadness,When my aunt died.
shame,When I got 1 mark in an Abnormal Psychology exam.
anger,"When my brother got very low marks in the exams, I was very angry. I put my studies aside to help him, as every time my brother does  badly at school, my family members blame me as well."
fear,When I dreamt that my family was in trouble and was facing many difficulties.
guilt,"When my pet dog,who was to us a family member, died.  He had been vomitting for the past three days and we had not found the time to call a vet, finally when the vet came it was already too late."
joy,"When I passed the B.A exams with 1st class.  I was the first in the family to have got a 1st class, so all the family members were very happy and they gave me the opportunity to study further."
shame,"During a class I was asked a question which I did not hear very clearly, so I gave an answer which was not related to the question and everyone started laughing at me."
disgust,"I do not like one of our neighbours as they are very selfish.  Whenever they want something or need help they come to see us,  otherwise they do not even bother about people who live next to them."
fear,Once I woke up in the middle of the night and felt frightened as everyone else was sleeping and I could not even go to their room.
guilt,"In some special circumstances l lied to my parents, then felt guilty so I told them the truth and felt free."
joy,"When last year in college I received the award ""Best Student of the Year"",   I felt very happy as I got what I had wanted and my wish had been fulfilled."
sadness,"When I see people with burns I feel sad, actually I can not even express my feelings as I think that they must suffer a lot."
shame,When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college.
anger,"One of my friends asked me to go shopping with her, another friend of hers was also coming along.  During the outing they kept talking to each other and I felt left out, even when I tried to talk to them they seemed not to listen to me and did not pay me much attention."
disgust,We had gone to our native village and I went to visit a tribal group which believes in Goddess Kali.  As it was a festival day they had to offer a hen to the Goddess so they cut the head off a hen right in front of my eyes.  I felt disgusted and evenb gave up eating meat after this incident.
fear,When for the first time I rode on a motorcycle with my brother.  He was going so fast that I felt that I would fall off without my brother realizing it.
guilt,One day I went to see a movie without my parents permission.  It was an adult movie and I was scared that my parents would not allow me to see the movie.  However after coming home I felt very guilty at what I had done.
joy,"Day before yesterday my mother bought me a new pair of shoes, without my having asked for them.  She told me that when she saw the pair of shoes she felt like buying them for me.  I really liked the shoes and they made me feel that my mother cares for me."
sadness,"Two years ago my best friend died in an accident, just a day before my birthray.  We were very close to each other and I felt very sad at loosing a close friend."
shame,"As part of the assessment I had to speak on a subject in front of the class. I was not really prepared and I was just reading the stuff I had on a piece of paper, when some of the students  asked me something I could not give them an answer.  I felt ashamed as I had not prepared the topic."
anger,I am separated from my husband.  The way he has behaved towards me makes me angry.
disgust,"The way my husband and his family treated me - unfairly, cruelly, and unjustly."
fear,I was in a garden one evening and I saw a snake coming towards me.
guilt,"While having an argument with my daughter, I got angry and over-excited and said angry words."
joy,"When my daughter gave her solo dance performance in Poona and there was a big applause, I was overjoyed."
sadness,"When my husband lied to me, tricked me and when I had to leave my home."
shame,I was ashamed at myself for having shouted at my daughter because of my marital break-up and the unfair way I was treated.
anger,"A girl whom I trusted and with whom I had shared personal, confidential matters twisted the facts and told it to a common friend of ours.  When this common friend told me the version my friend had told her, I was angry."
disgust,My husband falls ill and does not follow the doctor's advice on the treatment or the diet control.
fear,"I was sitting on an electric swing, suddenly the machine went out of order while I was still in the upward position."
guilt,When I could neither measure up to the expectations of the teacher nor to my own expectations in one of the assignments.
joy,When I got married.
sadness,When my elder sister died.
shame,Every time I do not write something well in English.
anger,"One morning I was standing at the bus-stop and the bus passed by without stopping, even though there were only 8-10 passengers inside.  I felt angry at the rude behaviour of the bus driver and  conductor."
disgust,I was disgusted at the existing red-tape in the government offices.  I accquired my passport three months after having applied for it and I had to go back five times to them to correct a minor error.
joy,The day I got married was the happiest day of my life.  Both of us felt that we were right for each other in every way and we had no doubts about our compatibility right from the day we got engaged.
sadness,At the death of my friend's father and especially as this happened ten days before her wedding.
shame,"When I could not pass my exams with good marks.  My wedding was to take place 15 days after the exams and I tried to convince myself that this was the reason for my not having done well.   However, I thought that had I really put my mind to doing well at the exams I would have done well."
anger,"I was not given a chance to explain to my close relatives as to why I could not go to visit them when they were ill.  When I did go, they thought that I had been selfish and irresponsible duringtheir illness."
disgust,"Despite my being affectionate, sincere, and helpful to close  relatives of mine; they turned around and accused me of being inconsiderate in my relationship with them."
fear,"When I had to travel alone, unescorted for the first time.     It was an over-night journey by train to a distant place."
guilt,"I could not take care of my mother when she was admitted to a hospital  for surgery, I continued my studies as I could not get leave."
joy,"When I succeeded in achieving a scholarship for which I had strived hard during a period of financial, personal and physical stress."
sadness,I put in two years of hard work and it was neither looked at nor appreciated.
shame,The first time that I had to go up on the stage to give a speech.
anger,"Uncleaniness at my work place.  The place is generally not very clean, but when it reaches a point, I get angry at the person who is supposed to clean the place and the people who are supposed to supervise him."
disgust,"When we complained about the uncleanliness of the work place, the authorities agreed to have the place cleaned.  Even after 2-3 days nothing had been done.  I felt disgusted at the whole situation."
fear,"I was coming home from a relative's place and it was about 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus and started walking towards my place.  I was confident that nothing would happen to me, yet there was this slight feeling of fear."
guilt,"When I do not put in the needed amount of hours of work or study for the day, I feel guilty and try to make up for the lost time."
sadness,"Three weeks ago a friend of mine bid me good-bye before going abroad.  I felt happy for her as she was achieving something by making the trip, but I also felt sad as I would not be seeing her for a long time."
shame,I got into a tight pair of trousers and examined myself in the mirror.  My back looked unpresentable and I felt ashamed at my wanting to wear those clothes that day.  I quickly changed into another dress.
anger,"When the others did not do their bit of work on a group assignment task, and I had to do all the work."
disgust,"When my friend got very low marks in field work even though he had worked throughout the year, I had this feeling."
fear,I experienced fear when I was not prepared for the final year degree exams.
guilt,"I had enough time to do my assignment, and I did not do it well.  When the lecturer scolded me, I had this feeling."
joy,When I got the scholarship I was very happy as the finacial burden of the family was reduced.
sadness,"After having been ill, when I was coming back to the hostel, I felt very sad leaving home."
shame,"I felt ashamed when I fought with my mother on some issue, and caused her trouble."
anger,When I was insulted by a man.
fear,When I almost walked on a snake.
guilt,When I could not complete my assignment on time.
joy,When I was selected at TISS X.
sadness,When my mother left for Kenya.
shame,When my co-resident opened the bathroom door while I was bathing inside.
anger,"When I was blamed for some of my attributes which are very often misunderstood, especially when one is very frank."
disgust,"When I was in a Christian institution, sometimes the nuns would send back the people who came to visit us when it was not the visiting hours.  This disgusted me."
guilt,"Once I was not able to give a relative, who was in a critical period, a helping hand.  Whenever I think about it I feel guilty  for letting down the person who trusted me to give him a helping hand."
joy,"At the pre-university, I was appreciated as an examplary student by our pricipal.  This is something which made me feel very happy."
sadness,"When my sister lost her only son, who was sixteen years old.  I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life."
anger,"When a relative, who had come to our place, created untidyness and dirtyness."
disgust,"When I went to visit a relative and saw how messy and dirty his place was, in the absence of his wife."
fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing."
joy,The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.
sadness,When I had to leave home to go to some other place to study.
shame,When I broke-down while seeing off my friend.
anger,My friend and I were to attend a very important meeting and he had promised to come and pick me up.  But he did not turn up and I felt very angry at him.
fear,"Once when I was walking alone at mid-night, I happened to put my foot on a frog, as it felt smooth I thought that it was a snake  and I felt afraid."
sadness,"I was really hoping that I would pass the examination, but I failed and so I felt very sad."
anger,I was very angry one day when my husband ignored me and slept      on a separate bed.  He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing.
disgust,One day my colleague misbehaved with me.  I felt disgusted and thought to myself that he could only do this because I was a woman.
fear,"When my son fell off the cot at the age of 5 months, I became very nervous and thought that it would cause defects in his head."
guilt,"My mother misunderstood me and prevented me from doing something.  In return I did not talk to her for a few days, only later on I realized that what she had done had been for my good."
joy,"When I stood first in the B.A exams.  Earlier I had heard of these boys and girls who were toppers, but when I first heard of me having topped I could not believe it."
sadness,When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.
shame,One day I addressed my husband in an abusive manner in front of his friends.  Later on I realized this myself and felt ashamed of myself.
anger,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others.
disgust,I was most disgusted when I had to make a nagging three day journey recently from Calcutta to Bombay.  It was very boring and tiring.
fear,I felt afraid just before receiving the question paper of the part II exam.
guilt,"I did badly in one of the vital exams, despite getting proper guidance from my parents.  I felt guilty of improper use of the chances provided to me."
joy,"When the results of the part I exams came out I felt tremendous joy in my heart.  The results came out after a long period of worry and anxiety, so it gave me endless relief and joy."
sadness,"On the last day of my school life I was very sad, specially on the farewell party day.  I felt sad to leave behind my beloved teachers and friends."
shame,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons.  Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds."
guilt,When an event took place in another's life and which I thought I could have avoided.
sadness,When my honest intentions were marred by another's jealousy.
anger,"I experience this emotion quite often but the day I was most angry was the day I got pulled up for something I had not done.  It happened during my school days, I had not spoken a word in class but the monitor had written my name on the board.  So I had a remark in my callender which I had to get signed by my parents.  This remark resulted in me being spanked."
disgust,"This is an incident that many of us witness in our everyday life in a city like Bombay.  One day I was travelling by bus, three men dragged two fellows out of the bus.  Once outside they were beaten into pulp.  These two fellows, who got beaten, were pick-pockets and they were being beaten by all and sundry.  I thought to myself -""what is life?"".  It is one hell of a place where everyone is after someone else.  One waits to cut the throat of the other one just for a living, (money).  When I think about such things - the purpose of life, etc, I feel very disgusted and dejected."
fear,"Fear is an emotion that I experience very often.  Naturally this is during exams and subsequently while waiting for the results.  However there is one occassion when I was paralyzed with fear.  This was when I was doing my M.A.-I, and we had a series of student lectures.  I was one of the participants and my lecture happened to be the opening lecture.  I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me.  I felt my heart go cold, my lips go dry and I was really paralyzed.  This incident of fear is still fresh."
joy,The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition.  I had won this prize when I was an under-graduate when even post graduates had participated.  I had been judged by eminent judges and political scientists.
sadness,"I have once been very sad and lonely.  This was when I was trying to organize a play as a student (15 years).  Instead of materializing, it fizzled out.  The worst thing was that the play fell apart completely and I found myself weeping uncontrollably.  Now when I think of it, I laugh it off; but at that time it was intense."
shame,"This is an event I will never forget.  I am considered a good mimic.  This particular day we were waiting for a professor to take her class.  This  professor had a peculiar accent and a very horrible way of lecturing and to top it all we had this class at the fag end of the day.  So this particular day I got into my element and started imitating the professor, and the professor entered the class right in the middle of it .  I was unaware of her presence, some of my friends tried to warn me but it was of no avail as I was too engrossed in mimicing.  Then I suddenly noticed the silence and turned around to see her entering the class.  I do not know till today if she actually saw what I had been doing or she had completely ignored it.  Through  out that lecture I died of shame.  All the more shameful was the fact that she gave me a character certificate."
anger,A new gas connection was to be installed and the mechanic who came to do it was very rude to my mother and me.  I rushed to thhe dealer with my mother and had a fight with the dealer as he seemed to be unreasonable and was taking the mechanic's side.  Ultimately the matter was resolved after my father went and spoke to him.  The mechanic was asked to apologize.
disgust,"We had come back from a programme and we were all (three girls)    staying over at another girls placce.  One of them started passing very nasty and outright bitchy remarks at me.  It was brought on by a male colleague's compliments to me, this girl was herself interested in this guy.  Bitchiness and catty remarks made by women never fail to disgust me.  I can particularly remember this incident as she knew that I had not encouraged the  guy."
fear,"This was when I was being followed home every day from the campus, by a stranger.  He would follow me to the campus and then sit outside my class.  If I was not there he would ask my friends as to where I was.  He was a dark, ominous looking person and I was terrified of him as I did not know his intentions.  I reported him to the security officer, who turned him over to the police.  I was even more petrified then."
guilt,"I was coming back home with my mother when the purse I was carrying got stolen.  It was done so swifty that I did not realize what had happened till much later.  A lot of money and the keys of the house were lost.  I was guilt ridden at my carelessness.  I felt terrible as I do not normally loose things and this was quite important, especially the keys."
joy,This happened when it was finally confirmed that I had stood first in the university for the M.A exams.  A few days before the official results were declared a clerk had brought the results unofficially.  So I had been expecting the results but the confirmation allowed me to legitimately feel happy at my success.
sadness,"The day I was to receive my gold-medal for the M.A, my grandmother, who I loved very much, died after an illness.  She  died a few hours before the convocation.  While I was attending the convocation I had to control my grief as she would not have liked me to miss it.  It was a day she had been waiting for, but did not get to see."
shame,"I was learning judo and my instructor wanted me to assist him in teaching girls judo at a suburban college.  I was just a beginer, and he made me a green belt so that I would be able to command respect.  This was against my principles, and yet I allowed myself to listen to him.  I gave it up soon after, however I felt very ashamed at not sticking to my principles and at not having put my foot down earlier."
anger,When I saw a few people beating a man who seemed to be a stranger.
fear,When I had gone to a school picnic and was left behind in the forest.
guilt,When I was responsible for getting my friend run-out in a vital cricket match.
joy,"Inter-national sports events won by my favourite national team or player brings me joy, e.g when India won the World cup cricket match."
sadness,When India lost the Benson and Hedges cricket trophy.
anger,Despite our good performance and excellent results the management refused to meet our demands.
disgust,When I heard that a 14 years old girl had been raped by four rikshaw drivers in our town.
fear,"As a child, one evening I had read a novel about ghosts and I had thus spent a sleepless night as I kept feeling that there were ghosts dancing around me."
guilt,"I read about the national and social spirit and self-discipline of the people of developed coutries like U.S.A, England, France, Germany etc.  Comparing this to the Indian people I felt guilty as they have no national spirit or self-discipline."
joy,When India won the Prudential cup by beating West-Indies in the final match and became the world cricket champion.  West-Indies was the strongest of the eight countries which participated in the competition.
sadness,When my beloved girlfriend got married to another person.
shame,I feel ashamed at the fact that even after 35 years of independence   70% of the Indian poulation is still below the poverty line.
anger,"One day my elder brother badly scolded my father.  This was the first time that I heard such abusive language from my brother.  I requested him humbly not to use this kind of language but he did not care for what I was saying.  Finally I picked up an axe to use against him, in the meanwhile people intervened."
disgust,"My classmate at TISS has the habit of biting his nails and ever since my childhood I have never liked this habit.  This person is near me in class, dining hall and the campus so I suggested that he should stop biting his nails.  However he found it difficult and my disgust feelings have not changed."
fear,"One day, early morning my mother who is healthy fell ill.  There was no doctor or compounder near by and for a few hours -8 A.M to 6 P.M she did not speak a single sentence, nor did she drink water or  milk.  There was no movement in her body and I felt really scared.  I almost lost my confidence about her survival."
guilt,"One day my mother forced me to eat more and I refused, the next day she served me more rice and mutton pieces than usual.  When I saw this I got very angry and scolded her, and refused to eat.  Later I felt guilty and asked her to excuse me."
joy,"I felt happy at the settlement of our marriage, even though we are from different socio-linguistic backgrounds our parents agreed to the wedding without any conflict or discussion.  We had  thought that they would object to the wedding but it did not happen."
sadness,"My close friend and I applied to TISS for admission last year, unfortunately he failed to get admission.  We had done our graduation together and are quite involved with each other, so we had wanted to do our Masters degree together.  However, it did not work out as we had expected it to and this saddened me."
shame,"I had this feeling before my graduation and never dared to speak to my relatives and  friends.  Because of this feeling I would avoid situations, however I do not know the reason for this."
anger,"When I was doing research a few months ago, I had asked the Institute to sponsor me for a computer course which was held in TISS.  However, because of the administrative officer I could not get the money."
disgust,"I once got a phone call stating ""one of your friend is in jail, please come and see him"".  When I went to the jail and saw him, I was disgusted."
fear,When I was in my village one of my enemies had written a non-sense letter to a girl and he told the father of this girl that I was the culprit.  When I got to know this I was scared as  the girl's father was a worse man.
guilt,"One of my friends came to know through some other friends that I   had applied for some course in an institute.  He asked me ""why did not you tell me, I would also have applied.""  At that I felt guilty."
joy,"When I was a student at the Institute doing my M.Phil degree, one of my professors called me before the convocation and told me ""You have got the gold-medal (first rank) in the university and tomorrow you will be on T.V""."
sadness,"When I was in Bombay one of my good friends was getting married and he had not informed me about it, this made me sad."
shame,"Some time back I had signed a letter which I had not read.  What had happened is that something had been written against my friend and this went to the higher authorities.  My friend asked me  -""you also signed ?"""
guilt,"When I realized that I was not working hard enough and was not being useful as an individual to the society or the family, guilt at spending money on uncalled for activities - in short wasting my life."
sadness,The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon.
shame,"When I realized that I belonged to a country which is amongst the poorest in the world and that inspite of having the resources we do not utilize them.  I was ashamed at myself and my country, shame at the lack of parity between the lifestyles of the citizens."
anger,I felt angry when repeated pleas to the ticket collector and the co-passengers in order to make a queue fell on deaf ears.  I have this feeling whenever someone is not disciplined and methodic in doing his duty.
disgust,I feel disgusted since I am unable to cope with all the wordly affairs as I spend much precious time to pursue my hobby and to be admist the people I love and long to be with.
fear,I was scared when I realized that I might miss the train which I was supposed to take.  I was 1500 Kilometres away from home and when  I heard the depart whistle I was still 150 feet away from the train.  I finally made it.
guilt,"At times I have been attracted to conducts which are socially degraded due to their ill consequences, and then I feel guilty."
joy,My joy knew no bounds when I was selected for a job even before having finished my studies.
sadness,"I am filled with gloom and sadness at the death of a person.  More specifically, I felt sad after hearing the news of a death of a person who was hale and hearty and full of life, withvigour and plans for the next day but had no next day to cherish it."
shame,I always feel ashamed when I do not succeed in accomplishing something in which I had put in all my efforts.
anger,"I was travelling from Delhi to Bombay.  I had booked a seat one month back and I had also got a telegram confirming this.  However, in the train my name had been omitted from the reservation sheet, and the one seat that was still vacant was alloted to another person who paid for it despite my requests for the seat.  I was allowed to stay in the reserved compartment when I paid money."
disgust,"In Punjab, when in the name of religion people killed each other during the agitation."
fear,"I was then in the 10th standard and was going to my native place.  The last bus had already left and so I started walking, it soon became quite dark.  The road was a village road and was deserted, I was not even sure if that was the right way.  I finally reached home at 10 P.M."
joy,When India first won the world cup cricket tournament.
sadness,"The news of the natural calamity, an earthquake in which hundreds  of Mexican people died."
anger,"I had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks. I reacted angrily."
disgust,"Students on campus were unnecessarily creating trouble just to heckle the authorities - not to achieve something concrete, but to further their own interest."
fear,"One of my fellow students had bunked field work and in my attempt to cover up for him I myself was exposed, though not directly.  We were to meet our field work suprevisor and we were afraid of the consequences."
guilt,I had promised to send something to a friend and it completely slipped my mind.  I felt guilty for having forgotten.
joy,"I felt happy at the end of a 10 day student camp.  We had shared our hopes and aspirations and in the open situation so generated, we had made strong frienships and experienced our own worth as well."
sadness,I was in love with a girl but had to separate from her because of different commitments concerning life and career.  I loved her as a person but could not agree with the life the future would demand.  Parting from her was very sad.
shame,I had reacted angrily at a friend for no fault of his.  I had raised my voice and had not cared for his opinion.
anger,"A few days back a friend of mine poked me in the ribs for fun's sake, though I had warned him an infinite number of times that it really hurts me, he did it again.  I usually ignore this but this time I flared up for a split second and threatened to bash him up.  This is the latest incident when I lost my temper, though I felt very bad about it later."
disgust,"Yesterday, I was just about to cross the road when a country guy who was ahead of me spat out a mouthful of betel juice on the road.  It was very windy and had I not checked my speed I would have had a very good shower of his saliva.  Though I was not angry, I felt that these people were very indecent."
fear,A few weeks back I had a very important seminar and I had circulated my papers to all the panel members.  A day before the seminar I realized that I had inadvertantly burdened certain       derivations and I had failed to correct it.  I feared that this    would reflect very badly on my performance.  Fortunately none of  the panel members detected it and I felt relieved.
guilt,"A few days back a friend of mine had asked me to call on him on Sunday.  I had accepted it but later did not go for no specific   reason.  I just slept in my room.  The next day this friend called  me up and told me that he had been expecting me the day before and his wife had prepared a very good lunch for me, which had gone waste.  I felt very bad about this incident and it has been growing in my heart ever since."
joy,"This is one feeling I never betray, but I must confess that the last time I slighty felt happy was when I passed my M.A with a high rank.  This was a few years ago when my friend told me about the result."
sadness,The saddest moment in my life was when I lost my younger sister a few years back.
shame,"Yesterday while playing volley ball, there was one person extra    and somebody had to out.  A mess worker and I were the  last ones to arrive and we had arrived at the same time.  Rightfully one of us had to opt out of the game, as I was delaying leaving the mess worker opted out saying that I should play.  I felt ashamed of myself."
anger,When I was punished in school for no serious mistake of mine.
disgust,When I could not attend the college picnic due to some difficulties.
fear,Before the declaration of the S.S.C results.
guilt,"One day at school I had quarrelled with a school-mate, and ultimately I had hit him hard.  He, being physically weak had to visit his doctor and remain absent from school for two days."
joy,When I got my B.Sc degree with first class.
sadness,"When I received the S.Y.J.C results, the marks I obtained were not up to my expectations and I missed admission in engineering."
shame,"When I was detained one day in school, by the vice-principal, for indiscipline."
anger,"One day my room-mate started imitating me, doing what I had done a few hours back.  I got very angry and started beating him up."
disgust,"One day, at an important place I met a group of girls and while we were waiting for a bus these girls started smoking and commanded me to smoke; I felt very disgusted."
fear,"At the age of 16 I had gone to see a film in a nearby village, about 8 kms  from my home.  I started walking as there was no bus.  I had to cross hills and as it was dark I could not identify the path.  Half way through it started raining and as there was no shelter I ran four kms to reach home."
guilt,"At my native place I was riding my cycle, which did not have lights, at night and so a police man caught me.  I requested him to let me go but he would not so after a few minutes I just escaped."
joy,"This happened when I was in the 10th standard.  The paddy crops were in a bad shape as it had not rained and there was no water in the well, so I was in a very sad mood.  I came to the conclusion that I would ignore the paddy field, just 12 hours after this it rained for one hour.  This was a very tense time and the rain brought me tremendous pleasure."
sadness,A few months a close relative of mine died.  I had never expected this to happen and was sad for a few months.
shame,"A few months back I had gone to my friend's place and they offered me tea and coffee.  I do not have the habit of drinking tea or coffee and so they offered me a glass of milk instead, so I felt ashamed."
anger,This was the worst incident of my hostel life.  I was insulted by a close friend of mine on the eve of the New year and it totally spoiled my New year's night.
