Emotion,Text
sadness,When my team lost a championship.
shame,I confused a girl with another.
anger,In the last year of the high school we had a huge fight between my group and the graduation commission (two students of my classroom) because they accused us unjustly of a gossip about them.
disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much.
fear,A terrible fight that I provoked with my friend.
guilt,When I was a child I used to play with my cousin gushing wather to each other in front of the door of my house. One day we decided to gush with on a passing car. The driver stopped and went to discuss with my mother and my aunt that were there.
joy,When I began to date a boy with whom I am till now. This was 16 months ago.
sadness,When I was 10/11 years old my father travelled very much for his work (he passed three months away from home).
shame,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this.
anger,When a boy tried to fool me so he would be OK trying to show me that he is a gook boy.
disgust,When my oldest sister discovered that her boyfriend had another girl.
fear,"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues."
guilt,When I deny something to my sister and after a while I feel sorry and try to bypass the situation.
joy,When I got a small present form a person I like very much.
sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy."
shame,We where in a bar and my friend had a fight with some guys who were in the table aside.
anger,I loved a person and he went away. It wasn't necessary that he left me to reach his goals.
disgust,When I watched a film about the problems of abandoned children (PIXOTE).
fear,When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.
guilt,The day I decided to get out of my house I saw in my brother's eyes that they blamed me for the situaiton.
joy,When I saw my name in the newspaper and I knew that I entered at the University.
sadness,"A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad."
shame,"When I began to date, the first gestures of affection made me feel ashamed.Note: for GUILT go to record n�231"
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself."
disgust,"The same event described under FEAR - in the bus a man sat beside me, with his trousers open and holding his penis."
fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis.
guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little."
joy,I had a friend who I didn't see for a long time. We had a relationship from much union and interaction. It was more that one year that I didn't see her. She appeared in my home and we talked.
sadness,When on Christmas day my grandmother died. I received the news when I was coming back from a party on the 24th at 5 am.
shame,When I went to a halloween party and had to walk through a shopping center dressed like a witch.
anger,A girl entered in the division where I work and greeted everybody but not me.
disgust,When somebody despised a friend of mine.
fear,"Once when I crossed the street, and was nearly trampled by a car."
guilt,"When I slapped a nephew who did something that I considered wrong, and I was reprehended for this."
joy,When I got a record as a gift from a friend.
sadness,A dear friend was removed from the division whre I work.
shame,When a friend told me a story and I stayed dumb because I had no story to tell.
anger,When my chief accused me of an error that I hadn't made.
disgust,To see damaged lettuce (with worms) in the icebox.
fear,"Passing (by car) over a bridge where only one car could pass. There was a precipice on both sides, no protection grilles, and the bridge was completely muddled."
guilt,When I knew that my niece did a bad schoolar examination because I couldn't explain her the lesson.
joy,"I wanted to go out to walk but I didn't know either where or with whom, suddenly an invitation appeared."
sadness,When I knew about my sister's in law finacial situation and what she was facing.
shame,When a group of friends began to make critics about me.
anger,"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them."
disgust,"I felt disgust about all my friends. After having done a great effort to organize an evening together, and didn't work out, they put the blame on me. After this, I feel disgust towards those that blame me."
fear,"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example."
guilt,Yesterday I broke my sister's raio. She hears it always when she has school examinations and now she has examinations.
joy,"I felt a great joy when I knew that my father was going to sell the apartment from GUARUSA, because in some way we were helded by it, that means that we didn't go to any other place, because we had the apartment."
sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.
shame,I feel ashamed every time that someone makes me a positive or negative critic.
anger,"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person."
disgust,When I had to plunge in a swamp of fetid and stagnant water.
fear,"The week before I entered to army, when we were being selected. During 5 days I had to pass 10 hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant."
guilt,"When in the initial interview for the recruiting, I don't know why, I accepted to do the test for army."
joy,When I discovered that I and my friend would be licensed at the first call. This emotion was accompanied by a great relief. It was the coronation of a year of sacrifice and extrene discipline.
sadness,"When I didn't succeed to enter at the University, I felt that the college entrance course sistem prejudiced me, that my integrity, and effort weren't corresponded."
shame,"When I accused unjustly a person of robbery, who proved me the contrary, almost caused a public fight."
anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity."
disgust,"I felt disgust when I realized that I had eaten something fatty, and vomited too much."
fear,"One day, when I realized that I was alone, I felt fear of loneliness."
guilt,When I robbed a loop in supermarket.
joy,I felt joy when I entered at the University.
sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending."
shame,"When I realized that my bathing suit was spotted, I had became menstruated."
anger,When my sister took something that belonged to me without my permission.
disgust,When I visited a creche. The conditions weren't too precarious but the children were in conditions of physical and emotional penury.
fear,When I saw a horror film.
guilt,I lost a conference because I hadn't got in touch with a certain person to inform her that I would go with her. I thought she knew what I wanted.
joy,"A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday."
sadness,When I felt alone and without love.
shame,When I fell down.
anger,When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me.
disgust,Seeing persons spending money in a shopping center with completely indifference to the misery reigning in our country.
fear,I had an important amount of money with me and felt fear of being assaulted.
guilt,Facing the possibility of having a child when it wasn't either desired or permitted.
joy,After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality.
sadness,When I noticed that I do many things to the pregiudice of myself.
shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service."
anger,"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything."
disgust,About my girlfriend's sister who is a viper as I discovered some time ago.
fear,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.
guilt,I felt guilt when I betrayed the person whom I loved.
joy,I felt joy when I passed the worst phase in my life and discovered how many people considered me important to them.
sadness,When my dog died.
shame,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend.
anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.
disgust,I felt disgust when I saw a dead animal on the roadway.
fear,"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight."
guilt,"When I forgot to take out money for my mother. She asked me what she would do, because I had messed up her program for the following day."
joy,I didn't like my former fob and felt joy when I received a telegram offering me a new one that I though better and for which I had been waiting.
sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad.
shame,I was in a bus with my school material when I fell and sat on the lap of another passenger.
anger,"A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate."
disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of masturbation of a man in the hold of a ship apart form fact that the film wasn't pleasant I had a leg of coconut candies in my hands."
fear,"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event."
guilt,"One day my boyfriend put my hand on his penis and I felt well, but after I felt a guilty conscience because I hadn't thought about the consequences that this could have brought if I had gone farther."
joy,The day that my boyfriend appeared at home with a pair of rings for our wedding.
sadness,"The day that the results of the college entrance examinations for the S. Paulo University were published and I didn't find my name on the list. Entering this University was my greatest wish, and  the fact of not having succeded caused a great frustration, and not only sadness."
shame,"The day my boyfriend saw and touched my breasts when I was without my shirt, only with my pants."
anger,"When my brother went out with my new shirt that I adored, and returned it dirty with grease."
disgust,When I needed another job and tought that a good and known person (my employer) could help me. He simply said that he couldn't help me.
fear,When I had to talk with an important person about a job.
guilt,One of my pupils escaped from school to the street.
joy,When people remember us and shows interest about what we do.
sadness,"I felt sadness when I notice that I'm not important for a determinate person. We do many things for a friend, and we see soon after, that he doesn't do anything for us, nor thinks of us."
shame,When I arrived late at the job and met the most troublesome boss.
anger,"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!"
disgust,I felt disgust when I kissed a guy that I know. I was on the outs with my boyfriend and this person appeared but he has nothing to do with me.
fear,"I received a phone call from a high school friend whose younger sister studied with me at the University and gave me a lift every moning. She was going to get married to a guy whom I knew too and who had died when he fell from a building, I was afraid to lose somebody since I had already lost a brother in an accident."
guilt,I always feel guilty when I see my mother sad or fed up with life. I really dont know the reason.
joy,"I felt glad to live again when I went to a meeting about the ""Knowledge"". There are 4 techniques of meditation that connect you with the essence of the human being."
sadness,"I am always sad when my boyfriend goes away. He lives and studies in an other city. We have gone steady for 2 and 1/2 years and everything is going very well, but sometime this situation makes me feel bad and very lonely."
shame,"I felt ashamed of my body in spite of knowing that it is more or less beautiful and also knowing that my boyfriend considers me beautiful, but this was only in the beginning."
anger,When I had a serious argument with a dear person.
disgust,When I met my boyfriend with another girl.
fear,"I was alone at home, a man forced the front door which was locked, forced and tried to open a window."
guilt,When I fought with my sister and said that she had provoked this. She was very seriously scolded.
joy,When I bought my car.
sadness,"One night a very dear person said: ""I hate you"". Of course it was an impulse and this person didn't feel that about me. The person expressed regret, and everything was settled, but I can't forget."
shame,When I was still a child I was told off in face of other persons for having touched an object that didn't belong to me.
anger,Discussion with my mother about the way to educate my children. I felt anger against my mother.
disgust,"I was returning from the Universtity at night when I was accosted by a boy who molested me, passing his hands on my body."
fear,I should have given a test lesson to get a job. I had no courage. I didn't make the test.
guilt,"My daughter was a baby and was crying to be taken on my lap. I felt very nervous and moved her away and went out. As soon as the feeling of nervousness passed I was taken by an enormous feeling of guilt, for having rejected my daughter."
joy,The birth of my daughter.
sadness,When my grandmother died.
shame,When a friend of mine visited me and my house was in a mess.
anger,"And she said absurd things, false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world."
disgust,I saw a magazine with photographs of dead and maimed people whose limbs were separated from their body like a head on one side and the leg on the other.
fear,"I was in the dark room, it's insecure and has holes covered with wooden sheets in the roof the establishment had already been assaulted and could be assaulted again."
guilt,"The greatest guilt I felt and I didn't know if it was really justified is that when I was a child I had a brother very close to me. He  became ill, and asked me to see  him in the hospital. I didn't go, when his situation became worse in the U.I.T. (Unity of intensive therapy) I went and he died."
joy,"I found a human ""treasure"" that I desired and got immediately. I didn't think about anything. When I touched him I imploded but I am whole."
sadness,One day I heard from a friend that the boy I loved had gone out with her and not with me.
shame,In the classroom we discussed with the teacher. He told me things that affected directly in a negative way my job and my behavior in the classroom in front of the other pupils.
anger,"I felt much anger when my fahter interferred in my relations with another person whom I liked very much, ending something that I adored."
disgust,My main disgust is against codfish because I detest even the smell of it.
fear,"I'm afraid of driving on the special seat of a mororcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver."
guilt,The only guilt I considered reasonable was my reproval at the end of the semester at the University.
joy,One of the greatest joiy was when I succeded in acquiring a motorcycle through my own efforts.
sadness,"One of the greatest sadness was when my grandfather died, because I loved him very much."
shame,Sincerely I'm a very timid guy and so even in very simple situations sometimes I am ashamed.
anger,When a colleague was rude with me because she didn't understand the subject about which I was discussing.
disgust,When I saw a man who hadn't the lower .... in a car exhibition. He was passing a handkerchief from inside to outside of his mouth.
fear,That someone would discover whom I really love.
guilt,"The same event described under ""shame""."
joy,"When I got a stereo walkman from my father when he had finacial difficulties. I thought that although he promised to give me that present, he was not obliged to do so."
sadness,For not having succeded in getting the job as a translator that I wanted.
shame,When I went out with a friend of mine to meet her ex-boyfriend who didn't know that she was engaged to be married.
anger,I felt anger against a person who told bad things about me in my absence.
disgust,When in my childhood we were forced to take cod-liver oil.
fear,When there was a fight at home and my father threatened to throw a chair on my brother.
guilt,"When I provoked a fight with my mother, hurting her feelings very much."
joy,"When I passed the whole weekend with my boyfriend, coming back home on Sunday afternoon he met my parents for the first time."
sadness,"After a disagreement between my parents, when I was alone with my father and my sister, the aggression continued, when my father tried to put me and my sister against my mother revealing facts that had happened in the past like a talk between my father and his mother in law where she told him that my mother was not quite save."
shame,I feel ashamed when I am praised.
anger,"I was on a farm with a few friends and during the talk I discovered that a friend of mine, was being betrayed by her boyfriend and a 3rd friend of ours."
disgust,I was working in a classmate's house with a group. A girl began to graze her foot against mine under the table.
fear,"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close."
guilt,This feeling comes frequently when I go out at night and tell my mother that I shall come back early. But then I get home a 5 or 6 a.m.
joy,"I was in the living room at home with an ex-boyfriend, it was nearly a year that we had separated, during the talk he began to remember our courting and gave me a long kiss."
sadness,I was watching television. It was about midnight when a very dear friend called saying that his father had died in an accident.
shame,"I was talking with an aunt of mine that I adore and I found courage to say ""I love you"" and just after that came the shame."
anger,"When I left after the examination to enter the University, and even though I had studied the whole year I made a bad exam."
disgust,When I heard the bad news about the death of a close person.
fear,When I and the person mentioned above had a suspicion of pregnancy.
guilt,It happens sometimes in connection with certain persons with whom I have frequent relationships but nothing special.
joy,Always when I meet the person I love.
sadness,When I thought for an instant that a very good relationship with a person had finished.
shame,When I tried to hide a fact from a person for irrelevant reasons and considered such an attitude childish.
anger,"In the University we were convoked to a stroll like a freshman I was still innocent about the manipulation. On seeing the goal of the exaltation to poor character people, I felt anger on feeling myself mass of maneuver."
disgust,"I saw a man falling on the walkway. He seemed half dead, and was immobile. I felt disgust for the people who passed by without doing anything to help."
fear,Practicing wind-surf my body was caught under the sail. On trying to get out my leg was caught in the lashing. I was afraid of dying by asphixia.
guilt,A great friend of mine travelled with the intention to change his life. He didn't succeed and returned depressed. I had not power to support his frustration and his behavioral change.
joy,When I entered in the University after a year of struggles.
sadness,"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She desappeared for a few minutes, and a little after appeared with an other man."
shame,"In the traffic I insulted a man who crossed my way. Afterwards I paired with him, and felt shame because of mine lack of pacience and ridiculous attitude."
anger,"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend."
disgust,In a sexual experience with an unknown woman where after the sexual act I only could go away without looking backwards.
fear,"Motorcyclistic accident where for some minutes I didn't know if I was alive or dead, I remained ""cold levered"" during the situation but felt great fear."
guilt,"On a telephone talk where I was agressive and stupid without the least, reason or better motive."
joy,A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.
sadness,The loss of the woman who loved me most till today.
shame,"When I wanted to kiss a friend and didn't succeed, I felt shame."
anger,When in a difficult moment I couldn't express myself correctly and my thought came out with distortions bringing about highly negative and distorted results.
disgust,"When I saw a woman subjugated by money and not being able to hide how she hated herself for not having the will power to get out of such a situation because it was convenient, according to what she told me."
fear,When I crashed my car.
guilt,When I acted in a negative way at a certain moment by laziness to concede a moment of the time I thought to be my own.
joy,When I succeed in writing something I felt and doing it I felt well and very happy for being able to express to myself something that was suffocating me.
sadness,When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends.
shame,When somebody suddenly said something (about me) at a wrong moment and I didn't agree (at that exact moment I was needing an extremely positive word).
anger,Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.
disgust,When I saw a fight I had a physical reaction of disgust and of deep perturbation.
fear,When I whatched a horror film on a Friday 13th.
guilt,Being disloyal with persons I loved.
joy,When I met my mother after months of absence.
sadness,When I felt lack of aid from close friends.
shame,"Walking on the street passing by an air duct, my skirt went up."
anger,I was waiting to receive the participation on the profits and did not receive it.
disgust,I went to eat at my aunt's house and she served macaroni with a horrible appearence. I felt the sensation above. The worst was that I was practically obliged to eat.
fear,"There was a scene of shooting in front of my house, I was very afraid. Two armed men confronting. I didn't discover the reason of the incident."
guilt,When I misled a person: I said that I would do her a favour and didn't.
joy,I got a present from a great friend (a dog).
sadness,I didn't get the job I wanted.
shame,When I saw my father coming out of the bathroom. He thought that he was alone at home and came out without his clothes.
anger,"Once, during a performance I did not sing the way I had to."
disgust,When the Americans set their nucleaar missiles in Europe.
fear,When I sit for examinations.
guilt,Once I promised to do something but I didn't do it.
joy,When I can see my parents because now I am far from them.
sadness,When I got separated from the woman I loved.
shame,"When I don't say the truth, when I don't do a certain thing thanks to my laziness."
anger,I was angry when my abilities of a singer were underestimated.
disgust,I was disgusted with the hypocrisy of my colleagues from the group.
fear,I am afraid if I'll finish the term.
guilt,A sense of guilt I felt once when I couldn't defend the confidence my teacher had in me and thus discrediting him at a concert.
joy,When I was admitted to the Bulgarian State Conservatoire.
sadness,I feel sadness from the fact that I was not born with a better appearance.
shame,Shame I feel when I am not properly dressed.
anger,At a certain situation I felt myself neglected and undeservedly harmed.
disgust,I felt dusgust with a self-iterested person who ruined the life of another by means of utterly unfair methods.
fear,I could have been killed by a falling object.
guilt,I stroke a person undeservedly.
joy,I have a new born child.
sadness,The sudden death of one of my parents.
shame,I didn't do an important job and it had an adverse effect on other people.
anger,I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.
disgust,"I felt disgust with the alcohol, after I happened to see a young man, who was dead to the world and who wallowed on the pavement. This ""sight"" I watched from the bus."
fear,I felt fear when my mother was heavily ill.
guilt,I felt guilty after I battered to death a classmate of mine.
joy,I sensed this feeling when I passed successfully the second tour of a competition.
sadness,I felt sadness when I had to get separated from the woman I loved who had to leave for her motherland.
shame,"I felt shame and I couldn't look into my teacher's eyes, after not attending his lectures."
anger,I felt it on the same occasion when I felt sadness which finally grew into anger.
disgust,"I am disgusted with my sister's husband. On an early Sunday morning after having knocked at my door, he suddenly rushed in and finching me still in bed he began quarrelling about something. I could not understand. I heard his last words: ""Don't stare at me so because I'll beat you in your bed"" I got up terrified and a thrashing followed."
fear,I felt it at the same time when I felt disgust.
guilt,I felt guilt because on account of my ambitions I nearly turned my sister out of my parents home.
joy,"I was happy when at difficult times I could find support in my friend and my fiancT, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul."
sadness,My living and working conditions at home were unbearable. We used to live in a three room flat together with two more families. The discords caused a change - one of the families moved out. The other family stayed with us but I drifted away from my fiancT. In fact we were two families in the flat. Then I found myself alone in the struggle for this life because my fiancT did not stay next to me my grief and sorrow took on large proportions. I wanted to commit suicide but instead I threw myself against the cause of the irritation.
shame,I feel shame mixed with anger with the behavior of some incultivated people because my fiancT is a foreigner.
anger,I had an accident with a trafic police car that was packed at a curve without any visibility and against all traffic regulations in a strong snowstorm. As a result I still cannot repair my car because of the missing spare parts.
disgust,"I felt disgust with a man I had trusted and respected, to whose problems I had always shown deep understanding."
fear,I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.
guilt,Some time ago I slapped my son without trying to understand who the real culprit of a damage was. After that I felt guilty and bad but it was too late.
joy,That was what I felt when I was finally accepted in the Bulgarian Conservatorie after I had applied a couple of years.
sadness,"A sudden doubt made me run for a long time in a rainy autumn night. When I reached the intended place I saw my beloved in another man's arms. A sudden blow, grief, I cannot qualify it, it is painful for me to remember about it."
shame,I was given the task to learn a page of music text for a small part. But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared.
anger,"A whole crowd of us went to a folklore festival. The instructor of the cast where my boyfriend played was traveling with us. We decided to catch the train that leaved early in the morning because we had business on the following day. The instructor tried to get the upper hand and made us catch the train in spite of everything, all the time he made me angry."
disgust,I am disgusted with the fact that bad singers play at the opera (and not only there) only because they are protegTs or lovers of an important felow while at the same time some young and able singers work in a quite different field of life.
fear,I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.
guilt,I offended my mother.
joy,My boyfriend made me a proposal.
sadness,When I quarrelled with my boyfriend.
shame,I feel shy to show all my worth when I work for the first time with a conductor or a producer unfamiliar to me.
anger,I learned that my girlfriend had been unjustly missed from work.
disgust,An acquaintance of mine revealed himself in a light unexpected to me.
fear,Once I was alone at home. I suddenly felt unwell and there was no one to help me and call First Aid.
guilt,I was in a sanatorium. In front of me a boy fell down from his invalid's chair. I could help him but I didn't. I felt like being paralysed.
joy,When I heard what mark I had got at the entrance examination and I realized my admittance to the University was almost certain.
sadness,I got separated from the man I loved.
shame,Once as a school girl I was copying at a class work and my teacher spotted me.
anger,I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.
disgust,"When I was watching some scenes from the Bertoluchi's film ""Twentieth Century""."
fear,When I was to sit for my first entrance exam. I had fear of a possible failure.
guilt,"When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things."
joy,When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official.
sadness,When I got separated from the man I loved so much.
shame,When I was a school girl and I copied at a class work.
anger,"When I talk to silly, petty-minded and unmanageable people."
disgust,When I happen to witness some sadistic acts.
fear,When I come home late at night.
guilt,When someone is accused or punished instead of me.
joy,When I was admitted to the Sofia University.
sadness,When my friend (girl) went abroad for two years.
shame,When I have a plain appearance.
anger,My grandfather's funeral.
disgust,I was on a walk with my child when I met a drunk woman.
fear,I was bitten by a dog.
guilt,Once I worked as a designer. A fitter was hard hit in a damage that occurred at the building site I had designed.
joy,I was admitted to the University and a niece was born to me.
sadness,I was alone at home on New Year's Eve.
shame,I was unaware that I had walked the streets in torn trousers.
anger,An unjust calumny concerning me.
disgust,Disgust with a subordinate.
fear,A grenade blew out next to me.
guilt,Betraying someone's trust.
joy,My admittance to the University.
sadness,Unrealisation of the desired profession (aviator).
shame,I lied to a friend.
anger,When my friend (girl) promised to help me go to the hospital and be examined by good experts and she deceived me.
disgust,I felt it when I saw our headmaster blushed ingratiating himself with high ranking officials.
fear,When diving deep into the sea to reach the floor I felt breathless. I was cautious but I doubted I should be able to come to the surface and inhale.
guilt,When I shouted and quarrelled and for no reason I had been rude to my mother and when my behaviour had been influenced by other outward factors.
joy,When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.
sadness,When I had stayed abroad for a long time and I had remembered about my friends and relatives. I felt sad and I wanted to see them as soon as possible.
shame,"When I hadn't learnt my lesson and I asked the teacher to give me ""a three"" and he agreed but even he felt quite awkward.NB: In Bulgarian schools ""a three"" is the second worst mark."
anger,When you are unjustly assessed at something you are sure to have been right.
disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm or a snake. But I mean it in a social aspect when somebody had behaved like a scoundrel to you, when by his actions he has made you change your attitude towards him but I thing this feeling the way I meant it, is not typical for the people interrelations."
fear,"One fears many things, for example one fears going to the dentist. but as far as I am concerned this feeling is connected with the examination session."
guilt,"When I have forgotten to warn somebody for something, or when I have forgotten to bring something I have been asked for."
joy,"When you are satisfied with something, when you achieve something you have striven to."
sadness,"For the loss of a close friend or relative, but you feel grief when you are away from home, too."
shame,When you betray the trust you have been given. This is connected with copying at a class-work at school.
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates."
disgust,"When, for example, someone is calumnating."
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me."
guilt,"For example, when I have promised something but I haven't fulfilled it."
joy,"When, for example, I was in my eleventh school year and I learned I had been classed for the Bulgarian Language and Literature National Olympiad."
sadness,"When, for example, I left for the first time my parents and I went to live in Sofia."
shame,"When, for example, I fail in my undertakings."
anger,I haven't often felt this feeling. Once someone stole my garment.
disgust,I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street.
fear,The last time I felt it was when I was coming home late at night.
guilt,It happens to me quite often. I can't describe a particular case.
joy,Some time ago a close relative of mine got off cheap with the worst.
sadness,Recently I happened to remain alone for a long time.
shame,I lied to my best friend and I wouldn't reform what I had done.
anger,"Attitude to some manners of dealing and some ""sanctioned"" relations."
disgust,Attitude to a related family.
fear,"Fear of the loss of a close friend, of feeling the ground slipping from under my feet."
guilt,Low evaluation of other people's cares.
joy,"Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims."
sadness,Feeling unable to preserve one's ideas and ambitions as innocent as they are when you are young.
shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances."
anger,A close person lied to me.
disgust,Encouter with a prostitute.
fear,If a close relative's life is in danger.
guilt,Lack of respect for my parents.
joy,I won a sport contest.
sadness,Getting separated from my girlfriend.
shame,A theft committed by me.
anger,Unjust punishment of a friend of mine.
disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit.
fear,Before an examination.
guilt,I forgot to convey an important announcement.
joy,When my son was born.
sadness,After the loss of a close relative.
shame,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame.
anger,"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality."
disgust,"At the sight of an insect, such as the black-beetle."
fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light."
guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it.
joy,Meeting a loved man.
sadness,When one is alone and knows that all the others are celebrating.
shame,When not fulfilling any of my obligations to a person whom I respect.
anger,"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i.e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later."
disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat.
fear,This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved !
guilt,"Quite unconsciously I offended a girlfriend of mine. It was really worthy to pass this fact over in silence, but I acted so, because I believed I was right. In fact it often happens to me to feel guilt, after I have already done the deed."
joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and...! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them."
sadness,"Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect."
shame,This happens to me when I am not prepared in a given subject.
anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.
disgust,I saw in the street a man spitting.
fear,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown."
guilt,"Always, and this happens often when I do not keep my word."
joy,When I was admitted to the University.
sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window: the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying."
shame,"I talked with a man who stammered and without controlling myself, I started to talk imitating him."
anger,I feel this feeling when I am to fill in a questionnaire or a form.
disgust,"I have felt this feeling when a person whom I believe and respect, lied to me."
fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.
guilt,When I offend somebody unfairly.
joy,When I understood that I was admitted to the University.
sadness,When the man I loved decided to leave me forever.
shame,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love."
anger,"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me."
disgust,I felt disgust with a person whose behaviour was out of the elementary human norms.
