Emotion,Text
shame,When my friend let my personal matters be publicaly known.
anger,"When I did not find the rack used for beating up rugs, in the yard."
disgust,I felt disgusted at the environment while getting back to my student lodging. I did not see anything in the suburb which had been planned by taking people's comfort into account.
fear,When my father was very drunk and raging at home.
guilt,I got 100 FIM too much when I changed money at the bank.  They soon called me at my job and the situation was embarrasing for me.
joy,I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.)
sadness,When one of my cat died of a disease.
shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.
anger,"I went to a lecture and once again it had been cancelled, this was the second time.  One had a negative attitude towards the lecturer."
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice.  When she got up to go a disgusting smell of urine came from her.  I felt that I would choke."
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)"
guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine.  Later, the same evening, my sister looked sad.  I felt guilty about her sadness."
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband.  Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment.  the whole nature was full of music."
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad."
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner.  My deed had been unjust and I knew that my husband was right, therefore my sense of shame."
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest."
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him."
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well."
guilt,Our association had Polish visitors and when they were going back by boat I did not go to see them off (I am the chairman of the association).
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday."
sadness,My grandmother died suddenly last summer.
shame,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired.
anger,"We were in a disco and the evening was not at all pleasant.  Despite my not knowing why, I was angry with my companion.  I let him feel my bad humour as I cannot hide my feelings."
disgust,"At the underground station, a drunkard came to speak to me.  He tried to ask me something but I did not answer so he began to speak about me with his companion.  I detested this dirty growling man."
fear,"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group.  We read the names and then each group went its own way to a seminar room.  I wondered how I would cope with the new situation and if I would succeed as a group leader."
guilt,I had told my boyfriend that I did not want to go on with our relationship.  I knew that I was important to him but I wanted to be free.  I saw that this was difficult for him but I remained firm and did not change my mind.
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation.  I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?"
sadness,"My grandmother died, and my mother called me one sunday morning in the Autumn.  The way my mother told me about it, I hated her at that moment.  She sounded as if she had been waiting for the death of my grandmother.  I had lost a person close to me.  I felt guilty too as I had been bad to my grandmother of late.  I had not remained calm when she no longer understood everything so well."
shame,"I was worried by a task related to my studies which had to be done in groups of two.  I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner.  I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine."
anger,"I had an appointment downtown, and the person in question was half an hour late."
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer."
fear,"In Sweden, a friend and I lived in an appartment owned by a Finn.  One day, this man came back to the appartment heavily drunk (hashish and alcohol).  He was quite dizzy and he broke down, and I could not foretell his reactions.  However, nothing happened."
guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it.  Afterwards I felt bad."
joy,"Last night I had a chat with a fellow student.  I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter."
sadness,The death of my grandmother.
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train.  I had drunk so much that when I got home I fell asleep in the entrance hall.  I have never drunk that much, neither before nor after that incident.  I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed."
anger,"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door."
disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking."
fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree.  I got frigthened, turned around and ran out of the forest."
guilt,"I was working as a secretary.  My boss was to go to give a lecture, and wanted me to give him the exact address of the place."
joy,I got a fairly large amount of my taxes back.
sadness,I had had a farewell party at the place where I had been working for a year.  That night I could not fall off to sleep.  I was sad thinking that I would not see my nice fellow workers again.
shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language.  I was ashamed of myself when I met him the next day."
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me."
disgust,When an untidy and heavyly drunk person made endeavours to approach me.
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist."
guilt,I lost my self-control and raised my voice at a child.
joy,"A sunny Autumn day, after a long rainy period."
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom."
anger,"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me."
disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me.
fear,I had been watching a TV-program on paranormal phenomena.  At night I could not fall off to sleep as I feared that humanoids were on the move.
guilt,It was my turn to cook dinner.  I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable.
joy,I got to know that I had been accepted at university.
sadness,My father suddenly fell ill and died.
shame,When I forgot a promise made to a friend of mine.
anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me.  I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband.  I got to know about it later the same day.
disgust,The male friend of my mother (a widow) moved in to live with us.  I did not like the man.
fear,"I was alone at home and I could hear odd noises coming from above our bedroom.  I knew that nobody lived there since it was an office.  I got frightened (later I was given a ""natural"" explanation)."
guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent."
joy,My joy was the joy of meeting again.  My husband came home after having been away for weeks (for work).  I was on the railway station to meet him.
sadness,"The death of my father, even though we had not been very close to each other."
shame,"At school I was talking to a classmate about mathematics.  I had grown weary of it and said : ""I would like to throw the book on the arse of Kuikka"".  My classmate said : ""Now, he is sitting there and waiting for the book"" (Kuikka was one of the most quiet boys of the class).  I was ashamed of myself."
anger,"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry."
disgust,"A series about Freud was shown on TV.  In it, a tampon had been set in the nose of a woman, and forgotten there.  After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth."
fear,"My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident."
guilt,"A borrowed car broke down while I was using it.  It was not my fault, nevertheless I felt guilty."
joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time."
sadness,"A young, close relative of mine died, leaving behind a baby a few months old."
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times.  When she asked me about it the third time, I was ashamed at my absent-mindedness."
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me.
fear,"I was diving below the ice, in a cave, at a depth of 26 metres.  Visibility was almost zero and the oxygen level decreased threateningly.  There were three of us divers on one safety rope."
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend.  I was walking on the other side of the street and thought that I was not supposed to interfere.  Later I heard that he had shot himself that evening."
joy,I started a new branch of studies after having failed a former one.  When I got back my exam papers I was very happy to know that I almost had full marks.
sadness,"My grandfather died, I went to the mortuary and saw the corpse."
shame,As a child when I was blamed for peeing in the swimming-pool.
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.
disgust,Watching a violent movie.
fear,I was about to begin a journey in a car with an acquaintance of mine.
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship."
joy,My girlfriend sent me a letter with a shiny picture in it.
sadness,My girlfriend gave me the mitten (left me).
shame,The morning after a wild party.
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand."
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner.  The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected."
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die."
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man.
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks."
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him."
shame,"I was talking to a friend of mine about our parents and education.  I said something and then realized that I did not know my friend's parents, their motives and education.  I felt ashamed at having talked about something I did not know anything about."
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone."
disgust,"In a film, there was an episode where they used a chain saw to cut a man.  I could not look at it, but I could not avoid listening either.  I sought shelter in my boyfriend's arms."
fear,"I feared that I was pregnant.  It was not planned and I would have been compelled to have an abortion, which I would not have liked at all.  Fortunately, after a week's anxiety, I got to know that I was not pregnant."
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it.  When they asked me about it, I promised to do it immediately.  However, I got started only after a couple of months.  I felt that I had betrayed my friends."
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home."
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic."
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help.  However, I blocked it and I had to get the janitor to help me out.  He reproached me for not having followed the instructions"
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet.  It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in."
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off."
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child.  I do not care very much about children."
joy,"When I got an unexpected letter from  a guy, who had been my school mate."
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted.  I felt hurt, disappointed, lonely and deserted."
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused."
anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.
disgust,"When an unpleasant person tried to make friends with me.  A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me."
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me.
guilt,"When I behaved improperly - fought in a public place.  Afterwards, I felt guilty about my conduct."
joy,"When I got 21/30 points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought."
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say.  Thoughtlessness.
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not.
disgust,A friend of mine came to see me when he was quite drunk.
fear,My father had been drinking and I feared him when we went to bed at night.
guilt,"I did not go to help a friend of mine, though she probably needed me."
joy,When my friend told me that he would come and meet me in a moment.
sadness,A close friend of mine had not contacted me for a long time.
shame,I said something especially stupid which I did not mean at all.
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons."
disgust,"I detested my father who was a drunkard.  He would rave, threaten and blame my mother and me.  He finally drove us away from home."
fear,I was afraid when my dog ran out through a crack in the fence when  a train was coming.
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg."
joy,"When I felt that an exam, which I had feared, was an easy one and went well."
sadness,I felt sad after having had an argument with my boyfriend.  I felt that he did not understand me and that there was no point in carrying on with the relationship.
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel."
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me.  Finally, at breakfast one day, we had an argument and I tried to defend my friend."
disgust,"When I was watching a movie with many violent episodes.  They accurately showed the cutting of corpses, etc..."
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me."
guilt,"When before the last exam I have taken, I went out instead of studying."
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university."
sadness,I got to know about the death of a close friend.
shame,"When I was caught telling a white lie.  At that time, I was not allowed to stay outdoors after 8 p.m.  One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals."
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat.  He had never done anything of the kind, but I knew that he would do so one day, without thinking about it."
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions.  I have noticed his cowardice and attempts to escape his problems by drinking.  I detest his drinking and his being full of self-pity."
fear,I am a kindergarten teacher and I am thoroughly weary of my job.  After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative.
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy."
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.
sadness,"Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me."
shame,"Again, a quarrel had come up in our difficult relationship.  My life-partner threw all the books off the shelf.  I am sure that it disturbed our neighbours since this happened late in the night."
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life."
disgust,A man spat on the wall of a house.
fear,"The fear about my future : work, making ends meet and health. Coping."
guilt,When I did not succeed in finding a job after having finished a nonacademic degree.
joy,"Begining the week-end with my girlfriend : cozyness, beer and wine."
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.
shame,In an express bus I sat on a seat meant for senior citizens and invalids.
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life."
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted."
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner."
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding."
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is."
sadness,When I think that I will probably never have a genuine contact with my parents.
shame,When I approached a person of the opposite sex and was rejected.
anger,The outrageous conduct of a relative towards me and those close to me.(blaming us and lying)
disgust,A very drunk person.
fear,My grandfather had lung-cancer and was being nursed at home.  I felt fear when I was alone with him and he almost choked on mucus secretions.
guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury."
joy,"The day I got to know that I would get a shared dwelling with my boyfriend.  My parents place was getting a little crowded with my growing bother wanting a room to himself.  I first felt doubt, then joy, but also sadness.  The feeling of joy was the strongest."
sadness,We had to finish the life of our 8 year-old dog.
shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together."
anger,"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done."
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me.  She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah."
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip.  The night and the sea were dark, and the wind was blowing.  I feared that death was there on the boat, I somehow felt sure about it.  I feared being left alone."
